Ngay,LoaiVang,GiaMua,GiaBan,KhoiLuongGiaoDich,TyGiaUSD,DiaDiem
2024-06-23,SJC,75402110.0,76496617.0,163.0,22610.0,HCM
2024-03-05,DOJI,75457025.0,76774139.0,298.0,23468.0,DN
2024-06-21,BTMC,72030063.0,73123804.0,474.0,22919.0,HCM
2024-03-05,DOJI,76468716.0,77093197.0,410.0,22840.0,HCM
2024-03-29,PNJ,74820715.0,75458368.0,125.0,22673.0,DN
2024-05-09,SJC,73444972.0,74821505.0,384.0,23031.0,HCM
2024-05-09,PNJ,75729019.0,77022586.0,370.0,23058.0,HN
2024-01-12,BTMC,72449395.0,73898992.0,96.0,23366.0,HCM
2024-04-03,SJC,73560315.0,74940294.0,403.0,23299.0,HCM
2024-03-14,SJC,74752844.0,75338301.0,307.0,23040.0,HN
2024-01-22,DOJI,75808038.0,77108959.0,299.0,23173.0,HN
2024-06-13,PNJ,74273216.0,75082594.0,237.0,23174.0,HN
2024-02-13,SJC,75930184.0,76507082.0,69.0,23389.0,DN
2024-01-19,PNJ,74050284.0,75416935.0,239.0,23004.0,HN
2024-04-01,BTMC,74593726.0,75523578.0,154.0,22701.0,HN
2024-06-10,DOJI,76457763.0,77561318.0,71.0,22705.0,DN
2024-04-08,BTMC,73107229.0,74348661.0,271.0,22802.0,DN
2024-06-24,SJC,75505365.0,76896772.0,77.0,22918.0,DN
2024-04-24,DOJI,73017583.0,73881481.0,96.0,23385.0,HCM
2024-02-21,SJC,75712267.0,76725554.0,377.0,23189.0,HCM
2024-06-27,DOJI,75231129.0,76314172.0,258.0,22771.0,HN
2024-03-14,DOJI,73668374.0,74875346.0,79.0,23306.0,HN
2024-03-04,SJC,74908802.0,75908301.0,430.0,22557.0,HCM
2024-01-02,SJC,73528178.0,74594072.0,272.0,23340.0,DN
2024-01-14,DOJI,73907677.0,74903649.0,72.0,23261.0,HN
2024-05-06,SJC,74223697.0,75392974.0,199.0,23257.0,HCM
2024-03-11,PNJ,75793331.0,77168103.0,281.0,23325.0,DN
2024-04-20,DOJI,74436091.0,75596418.0,371.0,23066.0,HCM
2024-05-27,DOJI,75724537.0,76814610.0,415.0,23447.0,HCM
2024-02-06,SJC,73090093.0,74097699.0,177.0,23235.0,DN
2024-01-22,DOJI,73487409.0,74548828.0,498.0,22553.0,DN
2024-06-11,BTMC,72234318.0,73107096.0,402.0,22744.0,DN
2024-04-05,PNJ,73350350.0,74782827.0,450.0,22608.0,HCM
2024-03-15,DOJI,76063050.0,77255161.0,292.0,23234.0,HCM
2024-02-17,SJC,76763122.0,77552348.0,107.0,23482.0,DN
2024-03-03,PNJ,73844613.0,74420942.0,337.0,22666.0,DN
2024-03-20,SJC,74284294.0,75374010.0,475.0,23165.0,HN
2024-05-25,DOJI,73026256.0,74348632.0,277.0,22746.0,HCM
2024-06-30,SJC,75117191.0,76178040.0,269.0,23091.0,HN
2024-02-16,BTMC,72549148.0,73725703.0,213.0,23262.0,HCM
2024-02-23,PNJ,75297753.0,75839982.0,174.0,22767.0,HCM
2024-05-22,DOJI,74712493.0,75548692.0,313.0,22814.0,DN
2024-03-12,BTMC,75759505.0,76286311.0,202.0,22987.0,DN
2024-03-24,BTMC,75407419.0,76513542.0,426.0,22894.0,HN
2024-06-03,PNJ,76380004.0,77255858.0,421.0,22755.0,HN
2024-02-08,DOJI,999999999.0,77783601.0,91.0,22524.0,DN
2024-05-08,DOJI,74966452.0,75772545.0,79.0,22556.0,HN
2024-03-18,BTMC,75212883.0,76644362.0,85.0,23224.0,DN
2024-02-03,PNJ,76232839.0,76884717.0,306.0,23235.0,HN
2024-01-23,SJC,73315826.0,74137464.0,471.0,23203.0,HCM
2024-03-10,BTMC,73055675.0,74329649.0,393.0,22672.0,DN
2024-05-17,PNJ,74906126.0,75458572.0,168.0,23324.0,HCM
2024-06-25,DOJI,75626267.0,76280803.0,499.0,23036.0,DN
2024-02-03,DOJI,73064223.0,74484444.0,334.0,22804.0,HN
2024-06-15,PNJ,73534104.0,74387652.0,138.0,22880.0,HCM
2024-06-25,PNJ,73761368.0,74695318.0,70.0,22589.0,HCM
2024-03-29,PNJ,76128332.0,77120194.0,480.0,22923.0,HCM
2024-06-28,SJC,76634183.0,77396393.0,240.0,22865.0,HN
2024-03-12,SJC,75245854.0,75806917.0,305.0,22859.0,HN
2024-02-28,BTMC,72747419.0,73278767.0,270.0,22653.0,HCM
2024-03-21,BTMC,72797232.0,74121487.0,81.0,22890.0,HN
2024-03-05,DOJI,72918413.0,74352080.0,200.0,22613.0,HN
2024-04-28,SJC,75244747.0,76598139.0,272.0,22596.0,HCM
2024-03-25,BTMC,75802177.0,77257027.0,473.0,22747.0,HCM
2024-06-12,PNJ,75078682.0,76094477.0,340.0,23144.0,HN
2024-04-30,DOJI,74709824.0,75736754.0,203.0,23484.0,HCM
2024-01-11,PNJ,75727802.0,76762819.0,435.0,23485.0,HCM
2024-02-14,DOJI,72925991.0,73828723.0,273.0,22817.0,HN
2024-05-24,DOJI,75393157.0,76593914.0,483.0,23113.0,HCM
2024-06-13,BTMC,75844020.0,76867136.0,391.0,22542.0,HCM
2024-05-13,SJC,73917472.0,74598901.0,430.0,23267.0,HCM
2024-06-20,PNJ,72626202.0,73203808.0,427.0,23282.0,HCM
2024-05-30,DOJI,75314734.0,75858770.0,69.0,22889.0,DN
2024-06-09,DOJI,76387231.0,76941976.0,138.0,22821.0,HCM
2024-06-04,SJC,73348844.0,74531730.0,258.0,22947.0,HN
2024-02-17,DOJI,73244191.0,74197952.0,224.0,23473.0,HCM
2024-04-27,BTMC,73977334.0,74826088.0,228.0,22709.0,HN
2024-06-01,DOJI,75765364.0,76413242.0,109.0,23109.0,DN
2024-06-03,PNJ,75156225.0,75819277.0,297.0,22867.0,DN
2024-06-03,DOJI,75587136.0,76790934.0,350.0,23474.0,HN
2024-06-19,PNJ,74700996.0,75292317.0,466.0,22863.0,HCM
2024-03-19,BTMC,73603546.0,74856704.0,119.0,23138.0,HN
2024-01-17,DOJI,76296333.0,77708939.0,171.0,22632.0,DN
2024-04-13,DOJI,75264722.0,76032708.0,189.0,22792.0,HN
2024-04-05,DOJI,75760033.0,76792877.0,391.0,23320.0,HCM
2024-04-17,DOJI,73544748.0,74535582.0,316.0,22960.0,HN
2024-01-18,BTMC,74908873.0,75857218.0,68.0,22538.0,HCM
2024-01-18,PNJ,75962565.0,76751671.0,185.0,22995.0,HCM
2024-01-22,PNJ,76477266.0,77293342.0,254.0,23271.0,HN
2024-04-06,DOJI,76767588.0,77507367.0,423.0,23158.0,DN
2024-04-13,BTMC,73639778.0,74913200.0,195.0,23267.0,HN
2024-04-01,PNJ,-3849095.0,75450084.0,195.0,23461.0,HN
2024-05-24,PNJ,75099327.0,75855832.0,270.0,23224.0,DN
2024-01-09,SJC,73767836.0,75253837.0,433.0,23377.0,HCM
2024-03-24,PNJ,73746713.0,74797171.0,296.0,23139.0,HN
2024-05-18,PNJ,74396807.0,75249172.0,241.0,23403.0,DN
2024-02-28,SJC,75887296.0,76781879.0,359.0,22954.0,HN
2024-03-29,DOJI,74699054.0,73092070.0,410.0,23158.0,HN
2024-04-03,SJC,75328648.0,76520796.0,171.0,22529.0,HN
2024-01-05,PNJ,150000000.0,75649004.0,183.0,23295.0,DN
2024-03-03,PNJ,73342186.0,74035696.0,329.0,23199.0,HN
2024-02-03,BTMC,73186293.0,74068208.0,162.0,22613.0,HCM
2024-02-15,SJC,73884056.0,75065708.0,219.0,22855.0,HCM
2024-04-26,DOJI,75709984.0,76391501.0,211.0,23200.0,DN
2024-04-04,BTMC,74347252.0,75630129.0,475.0,22984.0,DN
2024-04-29,PNJ,74397883.0,75054872.0,218.0,23464.0,HN
2024-05-25,BTMC,75373307.0,76423549.0,287.0,23371.0,HN
2024-03-03,SJC,75065153.0,76107168.0,340.0,22762.0,HN
2024-05-19,SJC,76980053.0,78180086.0,80.0,22874.0,HN
2024-02-26,BTMC,73173930.0,74286227.0,463.0,22613.0,HN
2024-03-11,BTMC,73709375.0,75174120.0,272.0,23122.0,HCM
2024-03-18,BTMC,74104683.0,75034950.0,106.0,23042.0,HCM
2024-03-29,SJC,75142052.0,76078214.0,221.0,23428.0,HN
2024-02-22,SJC,75976031.0,77115313.0,349.0,23093.0,HCM
2024-06-09,DOJI,73252390.0,73871233.0,115.0,22820.0,DN
2024-04-10,PNJ,75181206.0,75824727.0,283.0,22879.0,HN
2024-05-19,PNJ,73214647.0,74656057.0,477.0,22611.0,HCM
2024-01-29,BTMC,72522244.0,73434742.0,428.0,22906.799909255897,HCM
2024-03-14,PNJ,73688036.0,74873202.0,185.0,22861.0,DN
2024-06-22,SJC,76094510.0,74368805.0,476.0,22524.0,HN
2024-06-26,PNJ,76233228.0,77569870.0,239.0,22500.0,HN
2024-04-18,PNJ,73986561.0,75320111.0,273.0,23072.0,HCM
2024-05-22,BTMC,73269670.0,74145706.0,205.0,22972.0,HCM
2024-04-04,DOJI,73628791.0,74803950.0,492.0,23078.0,HN
2024-03-16,PNJ,73432883.0,74910051.0,168.0,23082.0,HN
2024-06-14,PNJ,74157583.0,74720597.0,484.0,23279.0,HN
2024-03-30,PNJ,74420379.0,75604772.0,498.0,22940.0,DN
2024-05-27,SJC,75627951.0,76767055.0,295.0,23100.0,DN
2024-04-27,SJC,74033668.0,75359294.0,272.0,22889.0,HN
2024-01-23,PNJ,73280722.0,74235824.0,357.0,22748.0,HCM
2024-02-13,BTMC,74140794.0,75157877.0,78.0,23148.0,HCM
2024-03-16,SJC,76868452.0,78228329.0,272.0,23499.0,HN
2024-03-16,BTMC,72842672.0,73348258.0,407.0,23111.0,HN
2024-03-16,DOJI,-6476049.0,74842220.0,319.0,23327.0,DN
2024-01-31,DOJI,75960110.0,76544401.0,381.0,23184.0,HCM
2024-02-06,PNJ,73026861.0,74522709.0,89.0,23461.0,HCM
2024-02-05,PNJ,73208754.0,74646337.0,430.0,23414.0,HCM
2024-04-10,PNJ,75232481.0,76372954.0,62.0,22683.0,DN
2024-04-20,PNJ,75570044.0,76569841.0,93.0,22636.0,HN
2024-01-20,SJC,76295887.0,76968389.0,490.0,23470.0,DN
2024-05-26,SJC,76141998.0,77472349.0,233.0,23087.0,DN
2024-01-08,BTMC,72668234.0,73546714.0,469.0,22921.0,HCM
2024-03-04,DOJI,75971320.0,76762446.0,257.0,23117.0,HCM
2024-04-15,DOJI,74851259.0,76152884.0,279.0,23332.0,HCM
2024-03-03,BTMC,74370052.0,75331279.0,76.0,22659.0,DN
2024-04-13,SJC,73285622.0,74699935.0,224.0,22522.0,HCM
2024-06-04,PNJ,74790146.0,75667990.0,272.0,23357.0,HCM
2024-06-04,PNJ,,76903735.0,239.0,22624.0,HN
2024-05-07,BTMC,75668508.0,76204976.0,465.0,23293.0,HCM
2024-05-31,PNJ,74659932.0,,194.0,22826.0,DN
2024-01-29,SJC,74090654.0,74959086.0,272.0,22817.0,DN
2024-04-15,PNJ,75093165.0,75887190.0,212.0,23420.0,HN
2024-02-13,SJC,76828464.0,77515090.0,425.0,23273.0,HN
2024-02-13,DOJI,73063606.0,73954598.0,223.0,22651.0,HN
2024-06-25,SJC,76371687.0,77498809.0,219.0,22634.0,HCM
2024-04-12,PNJ,73234983.0,74412783.0,439.0,22824.0,HN
2024-06-30,BTMC,72877751.0,73494333.0,271.0,23326.0,DN
2024-04-06,SJC,75621578.0,76515152.0,373.0,22998.0,HN
2024-03-29,SJC,74800072.0,75346475.0,84.0,23476.0,DN
2024-01-23,DOJI,76263351.0,76979815.0,379.0,23284.0,DN
2024-06-10,DOJI,75087319.0,76181124.0,211.0,22627.0,HN
2024-05-02,PNJ,74816280.0,76124581.0,118.0,22798.0,HN
2024-05-11,PNJ,76099537.0,77589116.0,420.0,23357.0,DN
2024-06-02,DOJI,73290999.0,73834460.0,272.0,23033.0,DN
2024-02-11,PNJ,76376620.0,77428696.0,323.0,22915.0,HN
2024-03-14,DOJI,72904555.0,73666041.0,330.0,22627.0,HCM
2024-06-02,SJC,75362460.0,75955538.0,55.0,22787.0,HN
2024-04-11,SJC,76652309.0,77576275.0,386.0,22682.0,HCM
2024-06-19,DOJI,74521793.0,75041420.0,432.0,22633.0,DN
2024-06-17,BTMC,74309608.0,75108235.0,79.0,23169.0,DN
2024-04-04,DOJI,76708762.0,75818315.0,412.0,22947.0,DN
2024-04-20,SJC,75697693.0,76496028.0,143.0,23332.0,HN
2024-05-01,PNJ,75938853.0,77299188.0,215.0,23156.0,HCM
2024-04-08,DOJI,75511542.0,76325605.0,163.0,22979.0,HN
2024-01-29,PNJ,74943851.0,75779693.0,84.0,23012.0,DN
2024-03-05,PNJ,75765696.0,76643540.0,321.0,22906.799909255897,HCM
2024-02-15,PNJ,74226470.0,74921162.0,284.0,23056.0,HN
2024-06-22,BTMC,73467217.0,74614751.0,387.0,22565.0,DN
2024-04-20,PNJ,74419396.0,74941997.0,85.0,23112.0,HCM
2024-05-04,SJC,75199100.0,75884294.0,359.0,22587.0,HN
2024-06-04,BTMC,72555710.0,73958732.0,424.0,23441.0,DN
2024-05-22,DOJI,76312305.0,76883691.0,158.0,22778.0,HCM
2024-03-11,SJC,75822988.0,77096307.0,136.0,22542.0,DN
2024-03-29,DOJI,75567079.0,76540699.0,356.0,23049.0,DN
2024-01-01,PNJ,73636074.0,75035233.0,422.0,22599.0,HN
2024-01-15,PNJ,72751492.0,74141615.0,372.0,23076.0,HCM
2024-04-11,SJC,74684532.0,75638950.0,362.0,22780.0,HN
2024-06-16,PNJ,76315502.0,77598459.0,266.0,23446.0,HN
2024-03-20,PNJ,76073465.0,76696253.0,354.0,23414.0,HCM
2024-04-25,SJC,73315018.0,73884105.0,59.0,23225.0,HCM
2024-02-06,DOJI,72916739.0,71617144.0,491.0,22528.0,HCM
2024-01-13,BTMC,74470784.0,75105199.0,238.0,23498.0,HN
2024-03-03,DOJI,76058084.0,77193316.0,213.0,23398.0,HCM
2024-02-22,BTMC,72626045.0,73558704.0,493.0,22651.0,HCM
2024-04-25,DOJI,76329921.0,77636936.0,320.0,22595.0,HCM
2024-06-03,BTMC,73160714.0,73973630.0,454.0,22713.0,DN
2024-05-10,DOJI,74843321.0,75452265.0,449.0,23226.0,HCM
2024-06-15,SJC,73958378.0,75191100.0,166.0,22920.0,DN
2024-01-08,PNJ,75254561.0,76441537.0,353.0,22753.0,HCM
2024-02-14,SJC,74142953.0,75458577.0,89.0,23036.0,HN
2024-06-21,SJC,75877448.0,76430499.0,383.0,22832.0,DN
2024-01-20,BTMC,74179996.0,75231816.0,272.0,23046.0,DN
2024-03-21,SJC,75880453.0,76693266.0,247.0,23109.0,HCM
2024-05-02,PNJ,73838306.0,74391359.0,363.0,22660.0,DN
2024-03-09,SJC,73927460.0,74925120.0,135.0,23144.0,HN
2024-01-22,PNJ,72592193.0,73128380.0,144.0,22571.0,DN
2024-04-27,PNJ,72625355.0,73153153.0,51.0,22875.0,DN
2024-04-14,BTMC,74570466.0,75579918.0,362.0,22906.799909255897,HCM
2024-06-15,BTMC,73418006.0,74396711.0,77.0,23246.0,HN
2024-04-25,DOJI,75285670.0,75984192.0,247.0,22500.0,DN
2024-04-05,PNJ,75140240.0,75927756.0,126.0,22558.0,HN
2024-03-27,BTMC,73929848.0,74546067.0,324.0,23442.0,HN
2024-05-05,SJC,73966020.0,74819847.0,159.0,22676.0,HCM
2024-02-23,SJC,74057949.0,75487014.0,477.0,23025.0,DN
2024-06-12,SJC,75469970.0,76073503.0,487.0,22689.0,HCM
2024-05-05,SJC,73767286.0,75187381.0,104.0,23363.0,HN
2024-02-27,DOJI,73542488.0,74678055.0,318.0,23084.0,HN
2024-06-27,BTMC,73850697.0,74984741.0,144.0,22906.799909255897,DN
2024-03-01,BTMC,72521998.0,73628215.0,427.0,23132.0,DN
2024-01-02,DOJI,75003682.0,76108047.0,130.0,23431.0,DN
2024-05-13,SJC,75004517.0,76326452.0,76.0,22775.0,DN
2024-02-03,BTMC,75943645.0,76744354.0,484.0,23330.0,DN
2024-06-20,SJC,74368328.0,74975777.0,478.0,23161.0,HCM
2024-04-02,SJC,73863349.0,74427549.0,426.0,23050.0,HN
2024-02-26,PNJ,76274077.0,77068777.0,357.0,22835.0,HN
2024-03-30,PNJ,74888229.0,76047967.0,185.0,22966.0,HCM
2024-03-25,PNJ,75847769.0,76381635.0,490.0,22778.0,DN
2024-04-27,BTMC,73888755.0,75212514.0,377.0,22623.0,HCM
2024-02-22,BTMC,73424945.0,74303489.0,484.0,23107.0,DN
2024-06-01,DOJI,74400741.0,75089814.0,419.0,22696.0,HCM
2024-03-15,BTMC,73033316.0,74402365.0,181.0,23122.0,HN
2024-05-30,SJC,76274380.0,77700732.0,215.0,23348.0,HN
2024-06-18,SJC,75393365.0,76031807.0,115.0,22607.0,HN
2024-06-29,DOJI,73293891.0,74378609.0,266.0,22991.0,HCM
2024-01-08,SJC,73147718.0,73956705.0,193.0,22845.0,DN
2024-04-07,BTMC,72560881.0,73621473.0,228.0,23448.0,HN
2024-04-08,PNJ,75301445.0,76609703.0,492.0,23336.0,HCM
2024-02-25,DOJI,75919940.0,76580868.0,228.0,22906.799909255897,DN
2024-02-13,BTMC,73852610.0,74718074.0,275.0,22831.0,DN
2024-01-17,DOJI,73938356.0,74590973.0,235.0,23434.0,HCM
2024-04-14,DOJI,75910691.0,76720212.0,52.0,22527.0,HN
2024-06-17,SJC,75612736.0,77040550.0,227.0,22956.0,DN
2024-03-06,DOJI,75442049.0,76911683.0,255.0,23287.0,HCM
2024-06-26,BTMC,73916796.0,74654408.0,183.0,22520.0,DN
2024-04-23,SJC,76715111.0,77360453.0,238.0,22663.0,DN
2024-06-28,PNJ,74630118.0,75551111.0,295.0,23323.0,DN
2024-05-28,PNJ,72948377.0,74295461.0,230.0,22810.0,DN
2024-05-09,DOJI,74394874.0,75312213.0,421.0,23342.0,HN
2024-01-17,PNJ,73373332.0,74523640.0,148.0,22895.0,HCM
2024-01-11,SJC,75648081.0,76838025.0,272.0,23065.0,HN
2024-01-11,BTMC,75414527.0,76152076.0,449.0,23153.0,DN
2024-02-08,DOJI,75396289.0,76553173.0,122.0,23212.0,HN
2024-05-04,BTMC,75967258.0,76952945.0,283.0,22906.799909255897,HN
2024-04-05,SJC,76299973.0,77485736.0,323.0,22700.0,DN
2024-06-14,BTMC,74425207.0,75679133.0,316.0,22858.0,DN
2024-01-09,SJC,73912495.0,75070412.0,148.0,22652.0,HN
2024-01-26,DOJI,74923221.0,76158486.0,160.0,23275.0,DN
2024-01-26,BTMC,73002163.0,74212076.0,369.0,23237.0,DN
2024-02-20,DOJI,73478758.0,74732511.0,223.0,22621.0,HCM
2024-01-24,BTMC,73047172.0,73913996.0,61.0,22845.0,HN
2024-06-25,BTMC,75386698.0,76855650.0,87.0,23401.0,HCM
2024-02-09,SJC,74380346.0,75673738.0,494.0,22516.0,HCM
2024-06-03,BTMC,74516301.0,75879887.0,165.0,22547.0,HN
2024-03-08,DOJI,75695995.0,76692032.0,280.0,23189.0,DN
2024-04-05,SJC,75230393.0,76469845.0,86.0,22669.0,HN
2024-01-10,BTMC,75851424.0,76469439.0,372.0,22627.0,DN
2024-02-18,PNJ,72844855.0,73852258.0,323.0,22770.0,HCM
2024-01-21,DOJI,73069114.0,73903732.0,226.0,22960.0,HCM
2024-04-17,SJC,74466760.0,75589982.0,182.0,23323.0,HN
2024-03-08,DOJI,999999999.0,76556335.0,357.0,22919.0,HCM
2024-06-30,SJC,73998899.0,74718629.0,91.0,22772.0,HCM
2024-06-23,SJC,76362761.0,77094175.0,350.0,22869.0,HN
2024-06-30,DOJI,74445437.0,75170174.0,333.0,23398.0,DN
2024-02-26,BTMC,72028625.0,73265025.0,75.0,22906.799909255897,HCM
2024-03-01,PNJ,75718316.0,76281962.0,120.0,23458.0,HN
2024-06-14,PNJ,73533994.0,74372579.0,91.0,22910.0,DN
2024-03-12,PNJ,75743389.0,77167872.0,127.0,23116.0,HN
2024-05-20,PNJ,73078641.0,74283997.0,257.0,22700.0,HN
2024-03-16,SJC,76734445.0,77338640.0,237.0,22556.0,DN
2024-06-19,SJC,73263328.0,74191037.0,166.0,22770.0,HN
2024-02-24,SJC,75198611.0,76460596.0,280.0,23337.0,HCM
2024-03-15,SJC,74143657.0,75028522.0,59.0,22904.0,HN
2024-03-15,PNJ,74014101.0,74747293.0,248.0,23217.0,HN
2024-01-03,DOJI,75329467.0,76755542.0,90.0,22656.0,HN
2024-03-24,BTMC,75888577.0,76833935.0,413.0,23375.0,HCM
2024-04-07,DOJI,73690083.0,72300849.0,124.0,22916.0,HN
2024-04-07,DOJI,74030746.0,74723972.0,241.0,23260.0,DN
2024-03-17,SJC,74316189.0,75107187.0,162.0,22682.0,DN
2024-02-05,SJC,76556271.0,77103328.0,56.0,22829.0,DN
2024-01-26,DOJI,75429001.0,76396011.0,282.0,22608.0,HN
2024-01-05,DOJI,75664747.0,76364982.0,389.0,23297.0,HN
2024-05-03,SJC,73698876.0,75145441.0,156.0,22906.799909255897,HCM
2024-05-14,BTMC,74207282.0,75515878.0,317.0,23061.0,HCM
2024-04-14,DOJI,74094315.0,75439030.0,198.0,23039.0,HCM
2024-01-04,DOJI,73014020.0,74137114.0,304.0,22897.0,HCM
2024-04-26,BTMC,75584758.0,76557721.0,272.0,22814.0,HN
2024-01-28,BTMC,75757974.0,76661055.0,272.0,23397.0,HN
2024-02-27,SJC,76045315.0,76646691.0,196.0,22786.0,HCM
2024-03-12,SJC,75616241.0,76862675.0,98.0,23303.0,DN
2024-02-11,BTMC,73192324.0,74096356.0,226.0,22502.0,HN
2024-03-21,DOJI,75410469.0,75941120.0,108.0,23149.0,HCM
2024-03-19,DOJI,73733396.0,75067127.0,227.0,23428.0,DN
2024-02-07,DOJI,73163476.0,74015183.0,239.0,23133.0,HN
2024-02-15,SJC,74525416.0,75130644.0,412.0,23056.0,HN
2024-06-26,PNJ,73946395.0,74932920.0,394.0,23411.0,DN
2024-04-11,DOJI,73863319.0,75115781.0,71.0,22529.0,HN
2024-01-25,PNJ,76388819.0,77407681.0,352.0,23138.0,DN
2024-01-19,BTMC,72615650.0,73539220.0,69.0,22940.0,HCM
2024-04-30,BTMC,74079610.0,74941329.0,327.0,23367.0,HCM
2024-06-22,PNJ,76482654.0,77086518.0,141.0,22678.0,HN
2024-01-24,PNJ,74929020.0,76330811.0,483.0,22560.0,DN
2024-04-29,SJC,75871656.0,76990720.0,441.0,22906.799909255897,HN
2024-04-17,BTMC,73124027.0,73643017.0,272.0,22988.0,DN
2024-04-16,PNJ,73609816.0,74785269.0,61.0,23027.0,HN
2024-05-16,PNJ,74261369.0,74897654.0,62.0,23472.0,HN
2024-02-07,DOJI,73491757.0,74382476.0,179.0,23321.0,HCM
2024-02-25,SJC,73341815.0,74482994.0,416.0,23218.0,DN
2024-01-20,PNJ,75142887.0,76030930.0,457.0,23167.0,HCM
2024-06-02,DOJI,76680323.0,77726049.0,386.0,23308.0,HN
2024-05-29,BTMC,72267598.0,73366846.0,71.0,23177.0,HN
2024-06-09,PNJ,76228757.0,77622238.0,352.0,22920.0,HN
2024-04-19,BTMC,73469793.0,74266001.0,156.0,23310.0,HN
2024-01-21,SJC,74166588.0,75105249.0,131.0,23382.0,HN
2024-02-02,PNJ,73011411.0,74337067.0,166.0,23165.0,HN
2024-05-21,SJC,76411134.0,77240259.0,169.0,22719.0,DN
2024-01-09,PNJ,75051503.0,75863755.0,218.0,23495.0,HN
2024-05-24,BTMC,73381173.0,74509596.0,282.0,23444.0,HN
2024-03-28,PNJ,75512359.0,76289352.0,410.0,23136.0,DN
2024-01-24,DOJI,75182357.0,76023753.0,375.0,23012.0,DN
2024-06-06,DOJI,74468462.0,75690289.0,378.0,23242.0,HCM
2024-03-04,PNJ,74956839.0,76112860.0,349.0,22941.0,DN
2024-03-19,PNJ,73255678.0,73896583.0,266.0,22704.0,HCM
2024-04-02,PNJ,74800199.0,76109416.0,130.0,23436.0,HCM
2024-06-30,BTMC,72416690.0,73032065.0,70.0,23065.0,HCM
2024-02-09,BTMC,73602575.0,74959349.0,450.0,23418.0,HCM
2024-06-19,DOJI,73525571.0,74853853.0,259.0,22695.0,HN
2024-02-11,DOJI,76575389.0,77256533.0,408.0,22839.0,DN
2024-06-27,PNJ,73353159.0,74606319.0,158.0,22636.0,DN
2024-01-11,DOJI,75132514.0,76076723.0,458.0,22907.0,DN
2024-04-10,DOJI,76260989.0,76996051.0,76.0,23129.0,DN
2024-06-07,SJC,75775677.0,76803713.0,327.0,23453.0,HN
2024-05-21,PNJ,74867893.0,75759668.0,471.0,23211.0,DN
2024-02-18,BTMC,75862876.0,76970043.0,477.0,23192.0,HN
2024-02-21,DOJI,76723643.0,77843012.0,63.0,23470.0,HCM
2024-05-04,DOJI,75732977.0,76657367.0,158.0,22802.0,HN
2024-01-22,DOJI,75483317.0,76419658.0,308.0,23390.0,HCM
2024-02-27,DOJI,75854538.0,76773677.0,147.0,22880.0,DN
2024-06-09,PNJ,76424152.0,77272779.0,291.0,22862.0,DN
2024-04-15,DOJI,74262099.0,75126761.0,205.0,23283.0,DN
2024-01-03,PNJ,73811736.0,74891615.0,262.0,23219.0,HN
2024-02-12,SJC,73785332.0,75030785.0,122.0,22898.0,HCM
2024-01-06,DOJI,75678391.0,76271655.0,236.0,22612.0,HCM
2024-01-20,PNJ,75462443.0,76848532.0,273.0,23283.0,HN
2024-03-21,SJC,74379904.0,75583209.0,390.0,23016.0,DN
2024-01-25,BTMC,75708654.0,77062153.0,323.0,23005.0,DN
2024-03-12,DOJI,74411935.0,75024925.0,449.0,22787.0,DN
2024-01-06,DOJI,74331266.0,75248146.0,150.0,23124.0,HN
2024-01-15,SJC,75038449.0,76074675.0,429.0,23044.0,DN
2024-04-20,SJC,73888403.0,75006474.0,291.0,23353.0,DN
2024-01-05,PNJ,75459034.0,76838892.0,135.0,23295.0,HN
2024-03-04,BTMC,75296903.0,75967866.0,52.0,23155.0,HCM
2024-05-25,PNJ,74541381.0,75642587.0,342.0,22870.0,HN
2024-03-21,PNJ,74156321.0,75194966.0,161.0,22906.799909255897,HN
2024-05-26,DOJI,75989769.0,77308155.0,372.0,22651.0,HCM
2024-05-31,BTMC,72096143.0,73314156.0,437.0,22928.0,DN
2024-01-08,PNJ,75641259.0,76948623.0,86.0,22659.0,DN
2024-06-18,BTMC,72835988.0,74246143.0,296.0,23040.0,DN
2024-05-26,BTMC,74290123.0,73144624.0,230.0,23055.0,HCM
2024-01-16,SJC,76206420.0,76926576.0,298.0,23175.0,DN
2024-06-11,SJC,74971140.0,76388071.0,198.0,22603.0,DN
2024-03-05,SJC,74015416.0,75252981.0,198.0,22583.0,DN
2024-06-15,PNJ,74330957.0,75735969.0,137.0,23219.0,HN
2024-01-05,BTMC,73503165.0,74141013.0,165.0,23472.0,HCM
2024-01-20,DOJI,74363299.0,75186972.0,185.0,23197.0,HN
2024-03-08,SJC,76003447.0,76659551.0,132.0,23404.0,HCM
2024-03-08,BTMC,74430525.0,75029596.0,56.0,22654.0,HCM
2024-05-05,BTMC,75855404.0,76360924.0,296.0,23115.0,DN
2024-03-05,BTMC,72233782.0,73348443.0,468.0,22905.0,DN
2024-02-20,DOJI,74685077.0,72751595.0,243.0,22665.0,HN
2024-03-24,PNJ,72739968.0,73528931.0,330.0,23415.0,DN
2024-06-29,SJC,76410956.0,77793253.0,408.0,23231.0,HN
2024-06-10,PNJ,73660038.0,74307773.0,454.0,23405.0,HCM
2024-02-09,PNJ,76352948.0,76864292.0,264.0,22984.0,DN
2024-06-22,BTMC,74399940.0,75079676.0,197.0,22617.0,HCM
2024-06-14,BTMC,72525754.0,73842957.0,423.0,23442.0,HCM
