name,location,price,area,time,link_url,total_price,price_per_square,Dien_Tich,Mat_Tien
"Bán căn liền kề đẹp xuất sắc tại Vinhomes Ocean Park Gia Lâm, 17 tỷ, 67,5m2","Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội","17 tỷ ~251,85 triệu/m²","67,5 m² Mặt tiền 5 m",2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-can-dep-xuat-sac-tai-17-ty-67-5m2-pr44283870
",17 tỷ ,"251,85 triệu/m²","67,5 m²",5 m
"Quỹ căn ngoại giao trực tiếp CĐT Vinhomes chiết khấu 13,8% hỗ trợ vay 70% trong 24 tháng tặng 100tr","Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","18,1 tỷ ~150,83 triệu/m²",120 m²,2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/quy-can-ngoai-giao-truc-tiep-cdt-chiet-khau-13-8-ho-tro-vay-70-trong-24-thang-tang-100tr-pr43702942
","18,1 tỷ ","150,83 triệu/m²",120 m²,
"Lk 96m2 giá 14,7 tỷ, 144m2 giá 21,5 tỷ, biệt thự 228m2 giá 31 tỷ. Quỹ căn đẹp và rẻ nhất thị trường","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","14,7 tỷ ~153,12 triệu/m²",96 m² Mặt tiền 8 m,2025,"https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-tan-hoi-7-prj-vinhomes-wonder-city/lk-96m2-gia-14-7-ty-144m2-gia-21-5-ty-biet-thu-228m2-gia-31-ty-quy-can-dep-va-re-nhat-thi-truong-pr44282930
","14,7 tỷ ","153,12 triệu/m²",96 m²,8 m
"Băn căn shop chân đế. Mặt sảnh, cạnh đường lớn cho thuê dòng tiền 70triệu/tháng","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","15,8 tỷ ~198,49 triệu/m²","79,6 m²",2025,"https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-can-shop-chan-de-mat-sanh-canh-lon-cho-thue-dong-tien-70trieu-thang-pr44281944
","15,8 tỷ ","198,49 triệu/m²","79,6 m²",
Quỹ căn hộ chuyển nhượng độc quyền giá rẻ Times City tháng 10/2025 - Em Giang: 0971 255 ***,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","10,2 tỷ ~107,37 triệu/m²",95 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/quy-chuyen-nhuong-doc-quyen-gia-re-thang-10-2025-em-giang-pr44281802
","10,2 tỷ ","107,37 triệu/m²",95 m²,
Mua nhà tặng xe điện VF8/VF9. Cập nhật quỹ hàng tháng 10 trực tiếp CĐT Vin Đan Phượng,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội","15,6 tỷ ~150 triệu/m²",104 m² Mặt tiền 8 m,2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/mua-tang-xe-vf3-vf8-vf9-cap-t-quy-hang-thang-8-truc-tiep-cdt-vin-dan-phuong-pr43808260
","15,6 tỷ ",150 triệu/m²,104 m²,8 m
"Bán nhà Đầm Trấu, đắc địa, dòng tiền 18tr/tháng tại Đầm Trấu, mặt thoáng trước sau","Đường Đầm Trấu, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội","17 tỷ ~404,76 triệu/m²",42 m² Mặt tiền 4.6 m,2025,"https://batdongsan.com.vn/ban-nha-rieng-duong-dam-trau-phuong-bach-dang/ban-dac-dia-dong-tien-18tr-thang-tai-mat-thoang-truoc-sau-pr44279075
",17 tỷ ,"404,76 triệu/m²",42 m²,4.6 m
Cực sốc quỹ căn Liền kề - Biệt thự Hinode Royal Park chỉ từ 130 triệu/m2. Sổ đỏ sẵn giao dịch ngay,"Hinode Royal Park, Quốc lộ 32, Di Trạch, Hoài Đức, Hà Nội","14,5 tỷ ~152,63 triệu/m²",95 m² Mặt tiền 5 m,2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/cuc-soc-quy-can-chi-tu-130-trieu-m2-so-do-san-giao-dich-ngay-pr44278651
","14,5 tỷ ","152,63 triệu/m²",95 m²,5 m
"CHỦ NHÀ CẦN TIỀN BÁN GẤP - SHOPHOUSE CHÂN ĐẾ VỊ TRÍ VÀNG, GÓC MẶT SẢNH GIÁ CHỈ 120TR/M2","Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội","120 triệu/m² ~19,56 tỷ",163 m² Mặt tiền 10 m,2025,"https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chu-can-tien-ban-gap-chan-de-vi-tri-vang-goc-mat-sanh-chi-120tr-m2-pr44276906
","19,56 tỷ",120 triệu/m² ,163 m²,10 m
Chính chủ gửi bán căn 2N 77m2 tầng cao view đẹp nội thất giá tốt nhất thị trường Mipec Rubik 360,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","10,5 tỷ ~136,36 triệu/m²",77 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-mipec-rubik-360/chinh-chu-gui-ban-2n-77m-full-noi-that-gia-tot-nhat-thi-truong-360-pr44209392
","10,5 tỷ ","136,36 triệu/m²",77 m²,
"GIÁ CỰC TỐT, BÁN CĂN GÓC 3PN 108.8M VIEW THOÁNG TẠI MIPEC RUBIK GIÁ 14TY2 CẦM SỔ ĐỎ","Mipec Rubik 360, 122, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","14,2 tỷ ~130,51 triệu/m²","108,8 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-mipec-rubik-360/em-trang-ban-2n-77-5m-tang-trung-huong-dong-mat-me-san-so-do-view-thoang-pr44215476
","14,2 tỷ ","130,51 triệu/m²","108,8 m²",
Em duyên chuyên quỹ căn 2 - 3PN chung cư Mipec Rubik 360 Xuân Thuỷ! Bao giá tốt nhất thị trường,"Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","10 tỷ ~129,03 triệu/m²","77,5 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-mipec-rubik-360/em-duyen-chuyen-quy-2-3pn-360-bao-gia-tot-nhat-thi-truong-pr44269601
",10 tỷ ,"129,03 triệu/m²","77,5 m²",
7 TẦNG THANG MÁY -- NỘI THẤT TIỀN TỶ -- PHÂN LÔ VỈA HÈ -- MẶT PHỐ KINH DOANH -- GIÁ ĐẦU TƯ,"Phố Lý Thường Kiệt, Phường Quang Trung, Hà Đông, Hà Nội","19 tỷ ~345,46 triệu/m²",55 m² Mặt tiền 5 m,2025,"https://batdongsan.com.vn/ban-nha-mat-pho-pho-ly-thuong-kiet-phuong-quang-trung-17/giam-2-ty-ban-gap-duong-thong-via-he-4m-tang-gpxd-7-tang-pr44267843
",19 tỷ ,"345,46 triệu/m²",55 m²,5 m
