name,location,price,area,time
Mua bán chung cư cao cấp giá rẻ Hà Nội Sunshine Garden cạnh Times City - Hai Bà Trưng - 0812 395 ***,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","8,5 tỷ ~66,41 triệu/m²",128 m²,
Sunshine City Ciputra 10/2025: Giá rẻ hơn thị trường 300 triệu + giá tốt nhất+hỗ trợ vay ngân hàng,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","9,2 tỷ ~92 triệu/m²",100 m²,
Quỹ Căn Liền Kề Biệt Thự Vinhomes Cổ Loa 15/10/2025 - Sở Hữu Lâu Dài,"Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","19 tỷ ~301,59 triệu/m²",63 m²,
"CC bán nhà OTO 7 chỗ vào nhà-Ngõ Thông Kinh Doanh-Thang Máy,Xây Mới-Cuối 192 Lê Trọng Tấn","Đường Lê Trọng Tấn, Phường Định Công, Hoàng Mai, Hà Nội","13,8 tỷ ~306,67 triệu/m²",45 m² 6 tầng,
"Bảng quỹ căn đẹp giá tốt dự án Vinhomes Cổ Loa trực tiếp CĐT Vinhomes - chỉ từ 18,5 tỷ/căn","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","18,5 tỷ ~296 triệu/m²","62,5 m²",
Cập nhật quỹ chuyển nhượng tháng 10/2025) Vinhomes Cổ Loa (sổ đỏ lâu dài) giá tốt nhất dự án,"Dự án Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","19 tỷ ~301,59 triệu/m²",63 m² Mặt tiền 5 m,
"Quỹ căn độc quyền Noble Palace Tây Thăng Long, Hoàng Quốc Việt - giá 10,5 tỷ nhận nhà cuối năm 2025","Noble Palace Tây Thăng Long, Đường Tây Thăng Long, Xã Tân Lập, Đan Phượng, Hà Nội","10,5 tỷ ~190,91 triệu/m²",55 m² Mặt tiền 5 m,
QUỸ CĂN CHUYỂN NHƯỢNG ĐỘC QUYỀN GIÁ RẺ CHUNG CƯ SUNSHINE GOLDEN RIVER TÂY HỒ - EM HOÀNG 0965 100 ***,"Sunshine Golden River, Phú Thượng, Tây Hồ, Hà Nội","14 tỷ ~113,82 triệu/m²",123 m²,
"Quỹ căn rẻ nhất Vinhomes Global Cổ Loa 63m2 giá 18.5 tỷ, 67.5m2 22 tỷ 75m2 25 tỷ, LH: 0931 186 ***","Dự án Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","18,5 tỷ ~293,65 triệu/m²",63 m² 5 tầng,
"Bán căn liền kề đẹp xuất sắc tại Vinhomes Ocean Park Gia Lâm, 17 tỷ, 67,5m2","Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội","17 tỷ ~251,85 triệu/m²","67,5 m² Mặt tiền 5 m",
"Quỹ căn ngoại giao trực tiếp CĐT Vinhomes chiết khấu 13,8% hỗ trợ vay 70% trong 24 tháng tặng 100tr","Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","18,1 tỷ ~150,83 triệu/m²",120 m²,
"Lk 96m2 giá 14,7 tỷ, 144m2 giá 21,5 tỷ, biệt thự 228m2 giá 31 tỷ. Quỹ căn đẹp và rẻ nhất thị trường","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","14,7 tỷ ~153,12 triệu/m²",96 m² Mặt tiền 8 m,
"Băn căn shop chân đế. Mặt sảnh, cạnh đường lớn cho thuê dòng tiền 70triệu/tháng","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","15,8 tỷ ~198,49 triệu/m²","79,6 m²",
Quỹ căn hộ chuyển nhượng độc quyền giá rẻ Times City tháng 10/2025 - Em Giang: 0971 255 ***,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","10,2 tỷ ~107,37 triệu/m²",95 m²,
Mua nhà tặng xe điện VF8/VF9. Cập nhật quỹ hàng tháng 10 trực tiếp CĐT Vin Đan Phượng,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội","15,6 tỷ ~150 triệu/m²",104 m² Mặt tiền 8 m,
"Bán nhà Đầm Trấu, đắc địa, dòng tiền 18tr/tháng tại Đầm Trấu, mặt thoáng trước sau","Đường Đầm Trấu, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội","17 tỷ ~404,76 triệu/m²",42 m² Mặt tiền 4.6 m,
Cực sốc quỹ căn Liền kề - Biệt thự Hinode Royal Park chỉ từ 130 triệu/m2. Sổ đỏ sẵn giao dịch ngay,"Hinode Royal Park, Quốc lộ 32, Di Trạch, Hoài Đức, Hà Nội","14,5 tỷ ~152,63 triệu/m²",95 m² Mặt tiền 5 m,
"CHỦ NHÀ CẦN TIỀN BÁN GẤP - SHOPHOUSE CHÂN ĐẾ VỊ TRÍ VÀNG, GÓC MẶT SẢNH GIÁ CHỈ 120TR/M2","Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội","120 triệu/m² ~19,56 tỷ",163 m² Mặt tiền 10 m,
Chính chủ gửi bán căn 2N 77m2 tầng cao view đẹp nội thất giá tốt nhất thị trường Mipec Rubik 360,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","10,5 tỷ ~136,36 triệu/m²",77 m²,
"GIÁ CỰC TỐT, BÁN CĂN GÓC 3PN 108.8M VIEW THOÁNG TẠI MIPEC RUBIK GIÁ 14TY2 CẦM SỔ ĐỎ","Mipec Rubik 360, 122, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","14,2 tỷ ~130,51 triệu/m²","108,8 m²",
Em duyên chuyên quỹ căn 2 - 3PN chung cư Mipec Rubik 360 Xuân Thuỷ! Bao giá tốt nhất thị trường,"Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","10 tỷ ~129,03 triệu/m²","77,5 m²",
7 TẦNG THANG MÁY -- NỘI THẤT TIỀN TỶ -- PHÂN LÔ VỈA HÈ -- MẶT PHỐ KINH DOANH -- GIÁ ĐẦU TƯ,"Phố Lý Thường Kiệt, Phường Quang Trung, Hà Đông, Hà Nội","19 tỷ ~345,46 triệu/m²",55 m² Mặt tiền 5 m,
