text,label
"Subject: job : slavic linguistics ( forwarded seelangs )

russian / slavic linguist . assistant professor , tenure-track , contingent budgetary approval . must phd hand , demonstrated teaching ability , commitment research , ability teach slavic linguistics courses ma level , russian levels , second slavic language . preference given those help develop curriculum dealing interface between linguistics , literature culture . please send cv , description research interests , names three references december 1 , 1994 , george gutsche , head , department russian & slavic languages , university arizona , modern languages 340 , tucson , az 85721 . position available beginning august 1995 . university arizona is eeo / aa / ada compliance employer .
",1
"Subject: search proposal consultant

am looking individual company help prepare proposal software project market private companies . reached email further details , before hire someone , need resume , track record , references . consultant need experienced writing proposals computer industry . knowledge human language translation technology definite plus . phil bralich , ph . d . bralich @ uhccux . uhcc . hawaii . edu philip . bralich 1555 pohaku street , # a508 honolulu , hi 96817 ( 808 ) 841-1087
",1
"Subject: russian lecturer position cornell

russian lecturer position position : full - lecturer russian , begin fall 1995 . one three appointment possible renewal . duties : teaching russian language courses levels , elementary through advanced . qualifications : ma slavic , general , applied linguistics . ability teach advanced grammar courses language learners . teaching experience russian language program north american school . evidence excellent rapport undergraduate students . professional commitment language teaching . strong interest language pedagogy . near - native fluency russian . command stylistic grammatical nuances english russian , ability provide linguistic explanations both languages . salary : minimum starting salary position is $ 24 , 250 . please send curriculum vitae : russian search department modern languages linguistics morrill hall , cornell university ithaca , ny 14853-4701 please indicate names , addresses , current telephone numbers three persons are familiar teaching style teaching experience contacted references . complete applications accepted until suitable candidate is selected . applications received after june 1 , 1995 considered . cornell university is affirmative action , equal opportunity employer . wayles browne , assoc . prof . linguistics dept . modern languages linguistics , morrill hall cornell university ithaca , york 14853 , u . s . . tel . 607-255 - 0712 , 607-273 - 3009 e-mail ewb2 @ cornell . edu ( earlier : jn5j @ cornella . bitnet / / jn5j @ cornella . cit . cornell . edu )
",1
"Subject: job advert - rf computational linguistics

( please forward additional interested parties ) university brighton information technology research institute research fellow - computational linguistics ( fixed term 3 years ) # 19 , 137 per annum post is concerned development techniques enhancing representational structure large-scale lexicons . work involve surveying collecting existing lexical resources , rapid prototyping enhancement techniques , testing evaluation through construction pilot applications , refinement techniques usable tools . phd computational linguistics closely related area , experience lexical representation programming skills , including familiarity prolog either pop11 lisp , are essential . familiarity lexical representation language datr , lexical formalisms , is highly desirable . experience large-scale lexicon development acquisition , developing tools language engineering advantage . ref : it916 informal discussion post , please telephone dr . roger evans , deputy head information technology research institute , ( 01273 ) 642900 , email roger . evans @ itri . bton . ac . uk . further details application form contact personnel department , university brighton , brighton , bn2 4at , 24 hour answerphone : ( 01273 ) 642849 quoting appropriate reference number . need further information , ring ( 01273 ) 642837 . closing date : 25th november 1994 information post project found itri ftp server ( ftp . itri . bton . ac . uk ) following files : pub / itri / posts / it916-seal - advert message pub / itri / posts / it916-seal - jobdesc job description post pub / itri / posts / it916-seal - project project description note , however , applications made forms available above address .
",1
"Subject: postings

hi , ' m working phonetics project modern irish ' m having hard finding sources . anyone recommend books articles english ? ' , specifically interested palatal ( slender ) consonants , work helpful too . thanks ! laurel sutton ( sutton @ garnet . berkeley . edu
",1
"Subject: psycholinguistics postdoc

postdoctoral position psycholinguistics is available immediately , join interdisciplinary lab is part university southern california 's neural , informational , behavioral sciences ( nibs ) program . focus research is sentence discourse processing normal aging alzheimer 's disease , particularly role working memory processes . candidate must hold ph . d . psychology , linguistics , related field , expertise on-line methods language comprehension . research is funded national institute aging , salary $ 28 , 000 plus benefits . is one-year position possible renewal subsequent two years grant . send letter application curriculum vitae : maryellen macdonald hedco neuroscience building university southern california los angeles , ca 90089-2520 phone : ( 213 ) 740-6181 e-mail : mcm @ gizmo . usc . edu women minorities are encouraged apply . usc is equal opportunity / affirmative action employer .
",1
"Subject: lx * science * ?

accept editors ' recent challenge resuming 's thread ( missed , before subscribing ) whether linguistics is / considered science - - am assuming everyone means newtonian * science * rather quantum / relativity science has been current during century . [ n1 ] . argue 1 ) while much our work is * scientific * , much our work goes beyond traditional definitions * science * ; 2 ) being categorized solely * science * is our long-term professional detriment ; 3 ) are uniquely positioned aim higher . academics over centuries used various prestige words desiring assert rigor . * scientific * is word today , has been prestige word since early 1800 's replaced * philosophical * term academics indicating ultimate rigor truth . before , seventh-century rome , boethius others used * logical * prestige word . [ n2 ] ' m confident is sole reason most linguists ' claim linguistics is * science * . those few whom is : saying 's * rigorous * is sufficient describe side our work . perhaps instead our discipline is looking professional prestige advancement academe , aligning politically * science * is seen best strategic move . [ n3 ] is reason ? , perhaps talk together loud rather remaining professional assumption . are reasons might consider giving * science * label - - including our unique perversity cultivating process working meaning . physicist friend once told physics had deal dimension meaning ( s ) everything else deals , physics longer science . [ greg derry , personal communication ] . newtonian physics was long held model hard * science * , principles exclude ( d ) meaning . principles 20th - century physics . is linguist ready meaning ( including systemic meaning structure ) order * scientific * ? is linguistics least much art science ? anyone provide reason categorizing linguistics science context remarks ? is n't something inclusive aim toward ? where 's our model social / soft sciences ? actually , linguistics is best potential candidate , meaning-full model science . disciplines been watching us decades . after , train our methodologies delicate balancing act consciousness between form meaning ( . e . , doing historical work , compare forms even languages , can't stop - - must aware whether changed semantic categories , etc . ) . is disciplines call systems approach , goes beyond modern structuralism [ n4 ] . complementarity principle physics , form meaning linguistics are complementary ( polar ) opposites , both necessary total system work properly . alas , our own theories are another matter . terminological shackles meaning-less * science * place our discipline , continue dead metaphors meaning-less * science * our attempts meaning-full theory building . [ n5 ] notice historically treated those urged us move our theories level our methodology - - level systems thinking : describes world uncertainties mutual interdependencies rather mono-certain anything ; chaotic ' attractors ' pulling events toward material manifestation [ n6 ] , instead one thing directly causing another . whorf took one step , transforming einstein 's relativity principle limited geometry focus larger focus human language general , called linguistic relativity principle . [ n7 ] physics has century been dealing deep linguistic questions has unfortunately been lost most linguists . deeper mergers language philosophy been ignored universalist perspectives latter half century [ n8 ] . linguistics departments are closing rest academe ruthlessly renders own self-serving judgement : linguistics is becoming irrelevant , "" pseudo-science "" , late 20th - century . please understand : am against * scientific * mode linguistics - - is uniquely appropriate studying form . is , however , appropriate studying meaning , obvious reasons . answer is let part overwhelm whole our entire discipline becomes * scientific * , accept challenge develop theories principles meaning-full science disciplines admire 21st century start claiming * linguistic * claiming ultimate rigor search truth . * * * * notes : [ n1 ] assume social sciences treated whorf , was attempting tell definition * science * / science was changing underneath certainties . were otherwise , n't need discussion . [ n2 ] dineen boethius : "" logic became prestige study day , medieval 's most precise respected intellectual tool . held same position intellectual world science holds : serious study today must 's cientific ' - - had ' logical ' "" . [ n3 ] however , one christian de quincy wrote recently , "" [ m ] ost scientists recognize limits science , nor want . is power given society supports science . one were power possession [ science ] away corporations politicians , standing science society ? "" [ n4 ] . . . consciousness anthropologists call 's hamanic stance ' , balancing foot both worlds . eastern philosophers probably talk interpenetration yin yang within tao , david bohm found dialogues j . krishnamurti . [ n5 ] including pre - relativity / quantum * scientific * vocabulary ' cause ' 'd etermine ' ( especially linked , monocausal determinism ! ) . even try project dead * metaphors onto using systems thinking ( e . g . , sapir , whorf , pike , lamb ) . [ n6 ] per current chaos theory mathematics , those mathematics linguistics theories . [ n7 ] einstein had larger language issues mind , talked 1941 radio speech ( "" is brings ultimate connection between language thinking ? . . . mental development individual forming concepts depend high degree upon language . makes us realize extent same language means same mentality . "" ) . [ n8 ] is much needs done interesting areas reason logic philosophy grow grammars languages . most are aware , instance , word ' karma ' - - long before was term eastern philosophy denoting process goes around comes around emphasis ' comes around ' experiential phenomena - - was term within system sanskrit linguistics meaning 'd irect object verb ' [ james ryan , sanskrit & philosophy scholar , personal communication presentation society anthropology consciousness , 1992 ] . might well-articulated philosophy animacy native american languages ? - - moonhawk ( % - > ) < "" fool hill sees sun going down > < eyes head world spinning round "" > < - - john lennon >
",1
"Subject: aaas ' 95

february 17-21 , 1995 meeting aaas atlanta approaches thought send reminder readers linguist become either regular member receive science supporting member . application latter is below . another message send application regular membership . mentioned earlier listings , is important section z linguistics language sciences reach quota 500 members . still . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = american association m e m b e r s h p advancement science p p l c t o n want become supporting member aaas . understand class membership does entitle receive science . want support scienc activities eduction , public understanding science , scientific freedom responsibility . enroll supporting member primary affiliation section z , linguistics language sciences . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ / / supporting member - $ 35 . 00 address science _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ payment method state _ _ _ _ _ _ _ _ _ _ _ zip code / / check enclosed / / bill later ( regular ) primary affiliation : charge / / visa / / mastercard section z - linguistics language sciences credit card # : check box / / expiration date _ _ _ _ _ / _ _ _ _ _ _ signature _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ fast fax order : 202 842 1065 prices valid until 12 / 31 / 94 . internation canadian rates are higher available upon request . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
",1
"Subject: coswl survey

linguistic graduate students faculty , part ongoing study graduate , postdoctoral , junior faculty women linguistics , committee status women linguistics ( coswl ) has developed two questionnaires distribution linguistic departments across country . order survey successful , need student representatives are willing oversee distribution uptake questionnaires own universities . "" coswl graduate student representative "" responsible : ( 1 ) distributing institutional questionnaire departmental administrators , ( 2 ) distributing personally oriented questionnaire graduate students , postdocs , junior faculty . urge involved worthwhile enterprise . are faculty member , grateful graduate student act coswl representative department . plan send questionnaire materials november 15th , need hear interested students immediately . are initial stages hope become on-going , long-term project status women linguistics , participation is crucial ! coswl graduate student representative university , please send school address , favored mailing address , phone number , e-mail address khall @ garnet . berkeley . edu . thank , kira hall department linguistics uc berkeley
",1
"Subject: ucla tesl & applied linguistics gopher

tesl & applied linguistics gopher department tesl applied linguistics is proud announce establishment gopher directory ucla gopher server , assistance humanities computing especially wayne miller . gopher server currently holds departmental information , is meant inform both campus , department world beyond ucla our activities academic resources , policies , guidelines associated programs . logging gopher , following directories information : - - introduction department tesl applied linguistics - - directory announcements , including ta guidelines talsa student policies student representation - - directory associated programs , including english second language ( soon own directory ) language , interaction culture group ( soon own directory ) language resource program ( own directory ) south south east asian language program quechua ( soon link latin american studies ? ) - - course guide directory , including winter 1995 schedule tesl & al courses ( eventually hold sample syllabi course desc . ) courses departments relevant idp participants , ( list compiled current idp students ) - - directory faculty , including address list cv / profile each faculty member , including recent publications research interests - - directory ial , student journal - - program information interdepartmental program applied linguistics , academic requirements recent student research ( list qps filed idp students ) application requirements , including link grad . division gopher application information on-line application soon links departmental gophers linguistics , anthropology , sociology , psychology , graduate school education , etc . gophers become available - - program information ma tesl , similarly structured . gopher expanded updated easily . those wishing add relevant directories , announcements , etc . e-mail ihw1lrm @ mvs . oac . ucla . edu . gopher , enter orion information database . select "" infoucla "" select "" gopher "" ( # 7 ) . select directory titled "" ucla gopher server "" . again , select directory titled "" ucla gopher servers "" . next select directory titled "" humanities computing "" ( note - - is temporary ; understanding is titled humanities departments ) . select directory titled "" humnet departments ucla resources "" . finally , select directory tesl applied linguistics . am working humanities computing establish entries level gopher both esl ssealp , two associated programs are always associated tesl / applied linguistics outside world , maximize accessibility . feedback is highly valued . first gopher is work progress , suggestions improvement considered acted upon . opportunity thank wayne miller karie masterson hcf working running , george ideas world wide web ( next project ! ) happy tunneling ! lyn
",1
"Subject: conf : clin ' 94 final program

clin-94 final program clin-94 fifth computational linguistics netherlands meeting wednesday , november 23 , 1994 university twente fifth clin meeting hosted parlevink linguistic engineering group university twente enschede . clin meetings , computational linguistics researchers ( ) netherlands gather present ( possibly ongoing ) research . every well-known speaker is invited . , invited annie zaenen , affiliated rank xerox research centre meylan , france 's keynote speaker . talk ` language technology multilingualism ' . twenty-three talks three parallel sessions . sessions place "" de vrijhof "" campus . participation fee is dfl 50 . fee includes lunch buffet , coffee tea during breaks informal reception . payment made on-site . proceedings clin ' 93 meeting available 's meeting . found via www url : http : / / tyr . let . rug . nl / ~ vannoord / clin / clin4 / clin4 . html is our intention volume proceedings clin ' 94 produced due . dvi file abstracts , however , already found url : http : / / hydra . cs . utwente . nl / ~ andernac / clinabstracts . dvi information is available via www either directly via url : http : / / hydra . cs . utwente . nl / parlevink / clinprogram . html via clin home page url : http : / / tyr . let . rug . nl / ~ vannoord / clin / clin . html program 10 . 30 arrival , subscription , coffee 11 . 00 annie zaenen ( rank xerox research centre , meylan , france ) language technology multilingualism session 1 11 . 45 marc de boer , colin tattersall & jacob groote ( ptt research , groningen ) comparing business activities based case grammar representation 12 . 15 bas van bakel ( kun , nijmegen ) elsa 's choice : handling syntactic ambiguity nlp systems 12 . 45 lunch 14 . 00 leen kievit ( itk , tilburg ) representing structural ambiguity 14 . 30 johan bos ( computerlinguistik , universitaet des saarlandes , germany ) underspecified predicate logics 15 . 00 richard f . e . sutcliffe , piek vossen , peter hellwig & sift team ( university limerick , ireland ) tractable representation utterance meanings information retrieval 15 . 30 coffee break 16 . 00 jan schaake & geert - jan m . kruijff ( ut , enschede ) information states based analysis dialogues 16 . 30 rene ahn , leen kievit , gerrit rentier & margriet verlinden ( itk , tilburg ) dialogue - management & knowledge acquisition 17 . 00 geert - jan m . kruijff & jan schaake ( ut , enschede ) discerning relevant information discourses using tfa session 2 11 . 45 walter daelemans ( itk , tilburg ) linguistics data mining 12 . 15 annius v . groenink ( cwi , amsterdam ) mechanisms movement 12 . 45 lunch 14 . 00 erik aarts ( ots , utrecht ) parsing memoing prolog 14 . 30 danny kersten & gerrit van der hoeven ( ut , enschede ) valency casting systems 15 . 00 mettina veenstra ( rug , groningen ) head-corner parser minimalist program 15 . 30 coffee break 16 . 00 koen versmissen ( ots , utrecht ) bottom-up categorial approach discontinuity 16 . 30 herbert ruessink ( stichting taaltechnologie , utrecht ) extended notation phrase-structure rules alep 17 . 00 erik oltmans ( kun , nijmegen ) amazon agfl . contextfree phrase structure grammar structural module amazon / casus - system , described agfl - formalism session 3 11 . 45 kees van deemter ( ipo , eindhoven ) contrastive stress , contrariety focus 12 . 15 arthur dirksen ( ipo , eindhoven ) phonological phonetic coarticulation : metrical tree speech synthesis 12 . 45 lunch 14 . 00 erik tjong kim sang ( rug , groningen ) applying simple recurrent networks discovering phonotactical knowledge dutch 14 . 30 jan odijk ( ipo , eindhoven ) text generation without planning 15 . 00 mark van der kraan ( ruu , utrecht ) strictly compositional translation 15 . 30 coffee break 16 . 00 leen torenvliet & mart trautwein ( uva , amsterdam ) complexity restricted attribute-value grammars 16 . 30 mart trautwein ( uva , amsterdam ) complexity structure sharing reach campus ? > schiphol airport , direct trains hengelo / enschede leave every hour during daytime . addition , trains destination groningen / leeuwarden taken ; , connection train hengelo / enschede waits amersfoort side same platform . cases , travelling is approximately two hours half . arrive train , leave train hengelo , rather enschede ; shorten trip 10 minutes . cheap taxi ticket ( called ` treintaxi ' ) bought hengelo railway station upon arrival showing train ticket . fare is fixed ( dfl 6 per person ) every destination neighbourhood , usually taxi is shared others . bus hengelo station campus ( . 15 51 ) . bus . 15 has stop near vrijhof building . bus . 51 stops campus entrance ; takes 10 minutes walk vrijhof . car , direction enschede enschede follow ` universiteit ' . accommodation nearest hotel is drienerburght hotel campus university twente , near conference site ( less 50 metres ) . hotel phone number is + 31 53 331366 fax number is + 31 53 356770 . please let us us reservation . looking forward seeing enschede , local organizers , anton nijholt toine anderhach
",1
"Subject: conf : speech language engineering

twente workshop language technology 8 ( twlt8 ) speech language engineering location : university twente enschede , netherlands december 1 2 , 1994 workshop organized under auspices dutch nwo priority programme speech language , special interest group parsing technologies ( sigparse ) association computational linguistics ( acl ) centre telematics information technology ( ctit ) university twente . * * * * * * * * program * * * * * * * * registration 10 . 00-10 . 55 lectures start 10 . 55 ( order shown is necessarily order presentations ) speech language integration . loe boves , university nijmegen , netherlands wallstreet journal task : unlimited vocabular , speaker independent , article dictation . christian dugast , philips , aachen , germany analysis dutch polyphone corpus . paul van alphen , ptt research , netherlands spontaneous speech phenomena naive - user interactions . paolo baggia , e . gerbino , e . giachin , & c . rullent cselt , torino , italy potential role prosody automatic speech recognition . louis ten bosch , ipo , eindhoven , netherlands assessment speech recognition systems . h . j . m . steeneken , tno human factors research soesterberg , netherlands role prosody human speech recognition . james m . mcqueen , mpi , nijmegen , netherlands lectures start 0 . 900 ( order shown is necessarily order presentations ) prediction disambiguation means data - oriented parsing . rens bod remko scha university amsterdam , netherlands speech - language interface spoken language translator . david carter & manny rayner , sri international cambridge , u . k . generation spoken monologues . k . v . deemter , j . landsbergen , r . leermakers & j . odijk , ipo , eindhoven , netherlands simple speech recognition little linguistic creatures . marc drossaers , university twente enschede , netherlands word agent based natural language processing . hermann helbig & andreas mertens fernuniversitdt hagen , germany schisma : natural language accessible theatre information booking system . g . f . van der hoeven et al . , university twente enschede , netherlands phoneme - level speech natural language integration agglutinative languages . geunbae lee et al . , pohang university hyoja - dong , pohang , korea intersection finite state automata definite clause grammars . gertjan van noord , alfa - informatica rug groningen , netherlands efficient head left corner parser environment . g . veldhuijzen van zanten & r . op den akker university twente , enschede , netherlands - synchronous chart parsing speech integrating unification grammars statistics . location workshop held vrijhof building university twente , enschede , netherlands . information obtained after registration . registration regular registration fee is dfl . 150 , . students pay dfl . 50 , . includes lunches , refreshments , proceedings informal reception . payment done site . yes , registrate twlt8 : speech& language engineering december 1 2 , 1994 ; regular registration fee dfl . 150 , - ; student fee dfl . 50 , . payment done site . name address : < many lines need > student : yes help hotel accommodation : yes information contact organizing secretariat : bijron @ cs . utwente . nl hoogvlie @ cs . utwente . nl . secretariat provides information hotel accommodation reservations .
",1
"Subject: conference announcement

* * * * * * * * * * * * * * * * * * * * * first announcement * * * * * * * * * * * * * * * * * * * * * * groningen assembly language acquisition 1995 university groningen netherlands 7 - 9 september 1995 conference aims bring together researchers willing discuss merits constraints different theoretical approaches language acquisition , particular generative linguistics , constructionism , dynamic systems modelling , connectionism . invited speakers harald clahsen university essex annette karmiloff - smith mrc cog dev unit london kim plunkett university oxford luigi rizzi university geneva paul van geert university groningen first call papers conference preregistration appear february 1995 . abstracts-deadline april 30 , 1995 . abstracts cover aspects language acquisition rela - ting core areas linguistics , including phonology , morphology , syntax , semantics interfaces . selection abstracts based quality potential contribute conference 's interactive objective . further information : charlotte koster , frank wijnen gala 1995 coordinators university groningen , dutch dept . postbus 716 9700 groningen , netherlands e-mail : gala95 @ let . rug . nl fax : + 31 50 634900 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
",1
