Ngay,MaCK,GiaMoCua,GiaCaoNhat,GiaThapNhat,GiaDongCua,KhoiLuongGD,GiaTriGD,SoLuongNamGiu
2024-01-06,VCB,98900.0,101400.0,96500.0,100600.0,5954605.0,599033263000.0,30000.0
2024-05-31,VNM,70500.0,72200.0,68800.0,71700.0,9756052.0,699508928400.0,50000.0
2024-11-11,VCB,89400.0,93500.0,85200.0,88400.0,8589123.0,759278473200.0,30000.0
2024-09-28,FPT,111600.0,114500.0,108800.0,109400.0,9410205.0,1029476427000.0,25000.0
2024-12-30,PLX,52200.0,53500.0,50900.0,51200.0,7637293.0,391029401600.0,45000.0
2024-12-08,PLX,49600.0,50600.0,0.0,0.0,7732917.0,0.0,45000.0
2024-08-08,FPT,118100.0,123400.0,112800.0,116600.0,2907273.0,338988031800.0,25000.0
2024-07-27,PLX,57900.0,58900.0,56900.0,57400.0,8394691.0,481855263400.0,45000.0
2024-04-21,VIC,41700.0,42100.0,41300.0,41800.0,4793127.0,200352708600.0,60000.0
2024-08-06,MSN,93900.0,96100.0,91800.0,95400.0,9286125.0,885896325000.0,35000.0
2024-06-11,VCB,87500.0,95100.0,86900.0,86900.0,6827801.0,593335906900.0,30000.0
2024-09-11,PLX,60400.0,61000.0,59700.0,60200.0,7880887.0,474429397400.0,45000.0
2024-06-12,VHM,59200.0,60700.0,57700.0,60600.0,7252670.0,439511802000.0,40000.0
2024-09-11,MSN,93700.0,96800.0,90600.0,92600.0,9085980.0,841361748000.0,35000.0
2024-07-31,VNM,86100.0,87800.0,84300.0,86100.0,2262936.0,194838789600.0,50000.0
2024-10-24,SAB,142800.0,146800.0,138800.0,140700.0,5644579.0,794192265300.0,15000.0
2024-09-05,HPG,27200.0,28200.0,26200.0,27300.0,7232240.0,197440152000.0,100000.0
2024-09-05,VCB,103600.0,106700.0,100400.0,106000.0,4927052.0,522267512000.0,30000.0
2024-07-21,VCB,99700.0,103600.0,95800.0,101600.0,9365545.0,951539372000.0,30000.0
2024-03-09,MSN,92400.0,95900.0,89000.0,91200.0,2442204.0,222729004800.0,35000.0
2024-02-13,VCB,105500.0,107400.0,103600.0,104900.0,672242.0,70518185800.0,30000.0
2024-09-21,VIC,47800.0,49300.0,46300.0,48800.0,1533912.0,74854905600.0,60000.0
2024-05-22,SAB,132900.0,137400.0,128400.0,136300.0,6225111.0,848482629300.0,15000.0
2024-04-20,MSN,83100.0,87300.0,79000.0,84100.0,1125658.0,94667837800.0,35000.0
2024-12-05,HPG,25000.0,25000.0,21800.0,23000.0,9749169.0,224230887000.0,100000.0
2024-10-12,SAB,145600.0,151400.0,139700.0,148900.0,7547335.0,1123798181500.0,14790.393258426966
2024-08-08,SAB,167000.0,171700.0,162200.0,171400.0,6679216.0,1144817622400.0,15000.0
2024-12-21,VIC,42700.0,43800.0,41700.0,43500.0,7809866.0,339729171000.0,60000.0
2024-07-25,PLX,57400.0,59000.0,55800.0,56900.0,7550069.0,429598926100.0,45000.0
2024-05-07,VCB,87000.0,90600.0,83400.0,86300.0,1326171.0,114448557300.0,30000.0
2024-04-02,HPG,25800.0,26300.0,25200.0,25700.0,6184960.0,158953472000.0,100000.0
2024-06-09,FPT,102800.0,106800.0,98900.0,103300.0,8050112.0,831576569600.0,25000.0
2024-03-30,PLX,56400.0,57600.0,55100.0,56700.0,2683288.0,152142429600.0,45000.0
2024-08-28,VIC,49500.0,50200.0,48800.0,49800.0,4001682.0,199283763600.0,60000.0
2024-12-25,GAS,116200.0,121100.0,111400.0,119400.0,7731023.0,923084146200.0,20000.0
2024-09-15,GAS,131300.0,134900.0,127700.0,128800.0,1353995.0,174394556000.0,20000.0
2024-03-06,HPG,27800.0,28700.0,27000.0,27100.0,3227151.0,87455792100.0,100000.0
2024-01-24,VIC,49000.0,50000.0,48000.0,48100.0,7955800.0,382673980000.0,60000.0
2024-06-10,VCB,90200.0,93200.0,87200.0,92600.0,3505389.0,324599021400.0,30000.0
2024-10-13,SAB,144600.0,151300.0,137800.0,142100.0,3252154.0,462131083400.0,15000.0
2024-02-13,VNM,88400.0,91200.0,85600.0,89800.0,2575801.0,231306929800.0,50000.0
2024-04-29,HPG,23800.0,24700.0,22800.0,24200.0,7255971.0,175594498200.0,100000.0
2024-10-20,MSN,81400.0,83900.0,78800.0,83100.0,5762046.0,478826022600.0,35000.0
2024-11-27,SAB,134000.0,137600.0,130500.0,133400.0,6022873.0,803451258200.0,15000.0
2024-06-21,VIC,41300.0,42500.0,40200.0,40400.0,4765146.0,192511898400.0,60000.0
2024-12-01,GAS,119800.0,119800.0,103300.0,111000.0,7776630.0,863205930000.0,20000.0
2024-12-20,FPT,99800.0,104700.0,94900.0,101400.0,3335371.0,338206619400.0,25000.0
2024-03-04,VNM,89000.0,91800.0,80700.0,80700.0,6542912.0,528012998400.0,50000.0
2024-06-23,HPG,23900.0,24900.0,22900.0,23400.0,4906700.0,114816780000.0,100000.0
2024-10-05,VHM,65000.0,66900.0,63200.0,63800.0,9224660.0,588533308000.0,40000.0
2024-03-11,FPT,116000.0,118900.0,113100.0,113200.0,4469840.0,505985888000.0,25000.0
2024-10-21,VCB,92000.0,94800.0,89100.0,89300.0,582131.0,51984298300.0,30000.0
2024-07-21,VHM,68900.0,70900.0,66900.0,67000.0,7288604.0,488336468000.0,40000.0
2024-09-08,FPT,119500.0,123100.0,115900.0,121100.0,804742.0,97454256200.0,25000.0
2024-04-03,VIC,43900.0,45600.0,42100.0,42600.0,9964247.0,424476922200.0,60000.0
2024-03-04,PLX,60700.0,63100.0,58300.0,59300.0,2009909.0,119187603700.0,45000.0
2024-08-09,PLX,61000.0,61900.0,60100.0,61300.0,1031322.0,63220038600.0,45000.0
2024-11-04,FPT,109750.0,109750.0,101600.0,103000.0,3537800.0,364393400000.0,25000.0
2024-06-01,VNM,70300.0,72600.0,67900.0,69700.0,2158310.0,150434207000.0,50000.0
2024-07-25,GAS,124500.0,127600.0,121400.0,125300.0,7792295.0,976374563500.0,20000.0
2024-12-16,SAB,133900.0,135300.0,132400.0,132900.0,2862227.0,380389968300.0,15000.0
2024-02-11,PLX,59100.0,61400.0,56900.0,60800.0,4698042.0,285640953600.0,45000.0
2024-10-06,VNM,81800.0,83900.0,79600.0,82400.0,586602.0,48336004800.0,50000.0
2024-02-11,VHM,70500.0,73600.0,67500.0,73500.0,3407981.0,250486603500.0,40000.0
2024-12-09,VHM,58900.0,61400.0,100.0,100.0,8903973.0,890397300.0,40000.0
2024-09-08,VHM,71000.0,74400.0,67500.0,71500.0,5785078.0,413633077000.0,40000.0
2024-10-01,HPG,25300.0,26100.0,24500.0,25400.0,8647873.0,219655974200.0,100000.0
2024-04-17,VCB,89100.0,91700.0,86600.0,87700.0,6297100.0,552255670000.0,30000.0
2024-07-18,SAB,158900.0,161200.0,156700.0,158300.0,8470763.0,1340921782900.0,15000.0
2024-05-13,VCB,87900.0,91700.0,84000.0,85700.0,5709586.0,489311520200.0,30000.0
2024-09-05,FPT,122300.0,125100.0,119400.0,123400.0,6460901.0,797275183400.0,25000.0
2024-08-31,VNM,86500.0,90300.0,82700.0,89000.0,8224603.0,731989667000.0,50000.0
2024-11-27,FPT,101000.0,103900.0,98100.0,99200.0,8652471.0,858325123200.0,25000.0
2024-08-18,HPG,27500.0,28000.0,27100.0,27700.0,2935938.0,81325482600.0,100000.0
2024-12-14,FPT,104000.0,106700.0,101200.0,104500.0,8431328.0,881073776000.0,25000.0
2024-08-16,VHM,70500.0,72300.0,68700.0,69600.0,4056103.0,282304768800.0,40000.0
2024-04-05,MSN,87000.0,91000.0,83000.0,86700.0,5325449.0,461716428300.0,35000.0
2024-04-05,FPT,106100.0,108900.0,103400.0,107600.0,8341750.0,897572300000.0,25000.0
2024-10-14,HPG,24000.0,24500.0,23500.0,23600.0,5059713.0,119409226800.0,100000.0
2024-02-06,MSN,94400.0,99100.0,89700.0,92200.0,7444038.0,686340303600.0,35000.0
2024-08-20,HPG,27700.0,28300.0,27100.0,27500.0,2563632.0,70499880000.0,100000.0
2024-09-26,SAB,155000.0,157000.0,153100.0,154200.0,5605880.0,864426696000.0,15000.0
2024-04-01,SAB,152600.0,157100.0,148200.0,154000.0,9062834.0,1395676436000.0,15000.0
2024-10-03,GAS,126300.0,130200.0,122400.0,126600.0,7326887.0,927583894200.0,20000.0
2024-10-28,FPT,102200.0,104700.0,99700.0,100600.0,8444123.0,849478773800.0,25000.0
2024-12-30,SAB,141900.0,146100.0,137600.0,139300.0,593458.0,82668699400.0,15000.0
2024-12-30,MSN,80000.0,83600.0,76500.0,77300.0,8547168.0,660696086400.0,35000.0
2024-07-25,VCB,101400.0,102600.0,90200.0,90200.0,4436803.0,400199630600.0,30000.0
2024-12-19,HPG,23500.0,24000.0,23000.0,23800.0,7447790.0,177257402000.0,100000.0
2024-07-25,SAB,157100.0,164700.0,149500.0,164600.0,4939846.0,813098651600.0,15000.0
2024-01-28,FPT,120400.0,124000.0,116900.0,118200.0,1613876.0,190760143200.0,25000.0
2024-08-23,HPG,27800.0,29200.0,26400.0,28300.0,8499670.0,240540661000.0,100000.0
2024-05-16,VNM,69800.0,70800.0,68700.0,69000.0,9716293.0,670424217000.0,50000.0
2024-11-04,GAS,109800.0,114800.0,104700.0,109300.0,4110372.0,449263659600.0,20000.0
2024-03-19,VIC,47900.0,49800.0,46000.0,48000.0,8957059.0,429938832000.0,60000.0
2024-09-24,VNM,84000.0,85500.0,82600.0,83700.0,5530569.0,462908625300.0,50000.0
2024-01-23,SAB,163100.0,166600.0,159700.0,166300.0,5814996.0,967033834800.0,15000.0
2024-07-01,VNM,77400.0,81100.0,73700.0,80700.0,5303060.0,427956942000.0,50000.0
2024-05-17,VHM,65000.0,65000.0,55100.0,55700.0,2405846.0,134005622200.0,40000.0
2024-01-03,PLX,54700.0,57200.0,52200.0,56800.0,3607520.0,204907136000.0,45000.0
2024-11-20,SAB,133500.0,137300.0,129700.0,130800.0,3787108.0,495353726400.0,15000.0
2024-02-10,GAS,128500.0,131900.0,125100.0,125400.0,4117197.0,516296503800.0,20000.0
2024-04-23,HPG,23000.0,23700.0,22200.0,23700.0,4461141.0,105729041700.0,100000.0
2024-01-22,HPG,27100.0,28400.0,25800.0,26300.0,3889561.0,102295454300.0,100000.0
2024-02-05,FPT,118000.0,119200.0,116800.0,118300.0,7163398.0,847429983400.0,25000.0
2024-08-20,VNM,89800.0,91800.0,87700.0,91400.0,3078027.0,281331667800.0,50000.0
2024-12-29,VIC,42300.0,43100.0,41500.0,42700.0,3814261.0,162868944700.0,60000.0
2024-07-02,VNM,78000.0,80800.0,75200.0,79600.0,2628222.0,209206471200.0,50000.0
2024-12-31,VIC,44100.0,44800.0,43500.0,44100.0,7672788.0,338369950800.0,60000.0
2024-01-27,VNM,86000.0,90300.0,81800.0,90200.0,9323088.0,840942537600.0,50000.0
2024-01-08,VNM,83400.0,85600.0,81200.0,83700.0,8173208.0,684097509600.0,50000.0
2024-01-14,FPT,114700.0,120200.0,109200.0,113300.0,2447489.0,277300503700.0,25000.0
2024-05-01,VNM,72800.0,74000.0,71600.0,72800.0,7413395.0,539695156000.0,50000.0
2024-05-12,VCB,87000.0,90900.0,83100.0,87500.0,3957866.0,346313275000.0,30000.0
2024-01-27,HPG,26700.0,27000.0,26400.0,26900.0,7484908.0,201344025200.0,100000.0
2024-05-13,MSN,75000.0,78000.0,72100.0,72400.0,5635211.0,407989276400.0,35000.0
2024-07-22,HPG,25700.0,26400.0,25100.0,25100.0,2473559.0,62086330900.0,100000.0
2024-07-14,VCB,97500.0,99900.0,95100.0,99400.0,8481910.0,843101854000.0,30000.0
2024-10-03,VHM,67700.0,68400.0,66900.0,67000.0,7946446.0,532411882000.0,0.0
2024-05-28,GAS,107700.0,109400.0,105900.0,107600.0,6090746.0,655364269600.0,20000.0
2024-03-21,PLX,56300.0,57900.0,54700.0,55400.0,9453431.0,523720077400.0,45000.0
2024-07-15,FPT,116000.0,118900.0,113000.0,116600.0,6198505.0,722745683000.0,25000.0
2024-06-07,VNM,71700.0,75000.0,68400.0,74100.0,1817008.0,134640292800.0,50000.0
2024-05-29,VIC,41100.0,42500.0,39700.0,41500.0,3513018.0,145790247000.0,60000.0
2024-01-07,PLX,57000.0,59400.0,54700.0,55300.0,671048.0,37108954400.0,45000.0
2024-10-27,MSN,80400.0,83000.0,77800.0,78000.0,1398477.0,109081206000.0,35000.0
2024-04-13,SAB,143800.0,146500.0,141200.0,143900.0,1260796.0,181428544400.0,15000.0
2024-06-27,HPG,24700.0,25100.0,24200.0,24300.0,8367484.0,203329861200.0,100000.0
2024-02-07,VIC,48300.0,49600.0,47000.0,47100.0,9925046.0,467469666600.0,60000.0
2024-01-03,SAB,151200.0,158700.0,143700.0,143800.0,3221427.0,463241202600.0,15000.0
2024-09-02,SAB,161100.0,168700.0,153500.0,163800.0,2751251.0,450654913800.0,15000.0
2024-07-01,MSN,82900.0,95500.0,80300.0,95500.0,5114999.0,488482404500.0,35000.0
2024-04-06,HPG,24200.0,34800.0,23500.0,34800.0,2601354.0,90527119200.0,100000.0
2024-12-07,VHM,58100.0,59900.0,56400.0,59300.0,4482723.0,265825473900.0,40000.0
2024-10-19,MSN,83100.0,87100.0,79100.0,85800.0,9633979.0,826595398200.0,35000.0
2024-02-14,GAS,130600.0,135800.0,100.0,100.0,512920.0,51292000.0,20000.0
2024-01-01,SAB,153100.0,160000.0,146200.0,148300.0,2448907.0,363172908100.0,15000.0
2024-01-08,HPG,26100.0,27000.0,25200.0,26500.0,770261.0,20411916500.0,100000.0
2024-08-23,VIC,48500.0,49300.0,47700.0,49300.0,1342873.0,66203638900.0,60000.0
2024-05-07,FPT,99100.0,100500.0,97700.0,100400.0,9163507.0,920016102800.0,25000.0
2024-06-15,FPT,102800.0,107900.0,97700.0,106800.0,1024828.0,109451630400.0,25000.0
2024-12-01,SAB,136100.0,138800.0,133400.0,135600.0,,,15000.0
2024-06-16,VHM,62000.0,64000.0,60100.0,61800.0,7908960.0,488773728000.0,40000.0
2024-12-14,VNM,72400.0,75900.0,68800.0,73000.0,9882452.0,721418996000.0,50000.0
2024-09-30,MSN,86300.0,88400.0,84200.0,86700.0,2462135.0,213467104500.0,35000.0
2024-09-24,SAB,153900.0,160900.0,146800.0,157000.0,1473007.0,231262099000.0,15000.0
2024-09-15,VNM,84700.0,85800.0,83600.0,85000.0,7903468.0,671794780000.0,50000.0
2024-10-08,PLX,54600.0,56500.0,52800.0,55100.0,5382082.0,296552718200.0,45000.0
2024-11-10,VIC,39800.0,40300.0,39400.0,39500.0,5615175.0,221799412500.0,60000.0
2024-10-01,VHM,66600.0,67800.0,65400.0,67700.0,2486510.0,168336727000.0,40000.0
2024-08-23,VNM,90000.0,93100.0,80700.0,80700.0,7572434.0,611095423800.0,50000.0
2024-06-23,PLX,51300.0,52900.0,49700.0,50000.0,3862013.0,193100650000.0,45000.0
2024-12-12,VNM,74900.0,75700.0,74000.0,75600.0,9530007.0,720468529200.0,50000.0
2024-01-05,MSN,86900.0,89700.0,84100.0,87100.0,3570107.0,310956319700.0,35000.0
2024-06-29,VCB,93200.0,94500.0,91900.0,93500.0,8175341.0,764394383500.0,30000.0
2024-05-21,PLX,47900.0,48600.0,47200.0,48300.0,5133731.0,247959207300.0,45000.0
2024-09-27,PLX,56700.0,58000.0,55400.0,57100.0,2197369.0,125469769900.0,45000.0
2024-03-05,VHM,68700.0,70900.0,66400.0,68600.0,5830712.0,399986843200.0,40000.0
2024-05-09,VNM,74200.0,77000.0,71400.0,72500.0,9061335.0,656946787500.0,50000.0
2024-05-27,SAB,134800.0,140400.0,129100.0,132100.0,4779739.0,631403521900.0,15000.0
2024-06-19,VNM,76100.0,78400.0,73800.0,76300.0,1554137.0,118580653100.0,50000.0
2024-07-28,VNM,86600.0,90000.0,83100.0,88500.0,7394789.0,654438826500.0,50000.0
2024-05-14,VNM,71100.0,73800.0,68400.0,72000.0,2550963.0,183669336000.0,50000.0
2024-02-13,HPG,27100.0,28300.0,25800.0,27500.0,4499400.0,123733500000.0,100000.0
2024-02-17,VNM,89300.0,93600.0,85100.0,91700.0,7708926.0,706908514200.0,50000.0
2024-04-24,VHM,61500.0,63600.0,59300.0,62500.0,2660608.0,166288000000.0,40000.0
2024-04-18,FPT,102100.0,104700.0,99600.0,102100.0,3301123.0,337044658300.0,25000.0
2024-07-14,VIC,47100.0,48100.0,46100.0,46600.0,8734277.0,407017308200.0,60000.0
2024-04-01,GAS,124200.0,127100.0,121300.0,123500.0,7131513.0,880741855500.0,20000.0
2024-12-21,GAS,112100.0,115100.0,109200.0,114200.0,6245873.0,713278696600.0,0.0
2024-01-19,MSN,90600.0,94100.0,87000.0,88600.0,1782734.0,157950232400.0,35000.0
2024-12-09,VNM,70600.0,71400.0,69700.0,70500.0,9270459.0,653567359500.0,50000.0
2024-04-24,FPT,103100.0,107300.0,98900.0,99400.0,6115550.0,607885670000.0,25000.0
2024-02-12,VHM,73200.0,76100.0,70200.0,73500.0,3986272.0,292990992000.0,40000.0
2024-09-04,SAB,165900.0,171500.0,160300.0,164200.0,4534748.0,744605621600.0,15000.0
2024-04-23,PLX,50400.0,51000.0,49900.0,50200.0,9459794.0,474881658800.0,45000.0
2024-02-14,VHM,70700.0,73000.0,68400.0,71500.0,4221631.0,301846616500.0,40000.0
2024-08-09,FPT,119500.0,123900.0,115100.0,118700.0,5434528.0,645078473600.0,25000.0
2024-04-14,FPT,108100.0,109900.0,106200.0,109800.0,7450816.0,818099596800.0,25000.0
2024-06-11,SAB,149200.0,149200.0,133300.0,134000.0,1065557.0,142784638000.0,15000.0
2024-09-22,VHM,68900.0,70300.0,67500.0,68200.0,7958314.0,542757014800.0,40000.0
2024-04-07,GAS,117100.0,122000.0,112200.0,115000.0,3335296.0,383559040000.0,20000.0
2024-07-25,VHM,67900.0,71100.0,64600.0,64800.0,7116984.0,461180563200.0,40000.0
2024-08-26,PLX,60000.0,61300.0,58800.0,60100.0,4170821.0,250666342100.0,45000.0
2024-10-15,VHM,65400.0,66200.0,64700.0,65100.0,1670945.0,108778519500.0,40000.0
2024-10-12,VNM,79100.0,82000.0,76200.0,79300.0,6397916.0,507354738800.0,50000.0
2024-06-09,VNM,71500.0,74400.0,68500.0,72700.0,1289376.0,93737635200.0,50000.0
2024-06-03,GAS,107500.0,111600.0,103400.0,107900.0,9079428.0,979670281200.0,20000.0
2024-11-11,MSN,76100.0,87200.0,75000.0,87200.0,970188.0,84600393600.0,35000.0
2024-01-29,SAB,164200.0,167100.0,161300.0,161600.0,1008763.0,163016100800.0,15000.0
2024-11-09,HPG,22400.0,23100.0,21700.0,21800.0,8011898.0,174659376400.0,100000.0
2024-01-19,VIC,48300.0,50700.0,45900.0,50400.0,6063094.0,305579937600.0,60000.0
2024-06-24,FPT,103800.0,108100.0,99600.0,106200.0,,,25000.0
2024-08-20,FPT,120600.0,126100.0,115100.0,121400.0,2036019.0,247172706600.0,25000.0
2024-11-05,VCB,88200.0,91900.0,84500.0,87100.0,6347162.0,552837810200.0,30000.0
2024-09-08,VCB,104200.0,106400.0,102000.0,105200.0,561068.0,59024353600.0,30000.0
2024-05-06,PLX,50700.0,52200.0,49100.0,51700.0,1172579.0,60622334300.0,45000.0
2024-12-11,MSN,79500.0,81500.0,77400.0,79200.0,6712959.0,531666352800.0,35000.0
2024-10-16,SAB,145000.0,149100.0,140800.0,149000.0,4067598.0,606072102000.0,15000.0
2024-03-02,VCB,105500.0,108800.0,102200.0,105800.0,2796428.0,295862082400.0,30000.0
2024-04-06,VIC,44400.0,46100.0,42700.0,44900.0,8070062.0,362345783800.0,60000.0
2024-04-27,PLX,50500.0,52300.0,48700.0,49800.0,7810470.0,388961406000.0,45000.0
2024-12-19,MSN,79800.0,82600.0,77000.0,80500.0,8173454.0,657963047000.0,35000.0
2024-01-09,FPT,111800.0,117100.0,106500.0,115500.0,6308395.0,728619622500.0,25000.0
2024-06-13,VNM,73400.0,74200.0,72600.0,73900.0,7643084.0,564823907600.0,50000.0
2024-05-27,VIC,40900.0,42800.0,39000.0,41600.0,4196426.0,174571321600.0,60000.0
2024-01-12,VCB,96000.0,98900.0,93100.0,94000.0,4702715.0,442055210000.0,30000.0
2024-05-10,MSN,76800.0,85800.0,76800.0,78100.0,949355.0,74144625500.0,35000.0
2024-03-15,SAB,162500.0,169300.0,155800.0,162900.0,7384101.0,1202870052900.0,15000.0
2024-07-04,VIC,45500.0,46200.0,44800.0,45200.0,7659922.0,346228474400.0,60000.0
2024-11-03,PLX,50500.0,51100.0,50000.0,51000.0,993503.0,50668653000.0,45000.0
2024-04-16,VNM,79200.0,82900.0,75600.0,82100.0,9185677.0,754144081700.0,50000.0
2024-08-24,FPT,117900.0,120000.0,115900.0,118900.0,8003505.0,951616744500.0,25000.0
2024-01-15,VHM,67800.0,70100.0,65600.0,67400.0,5257092.0,354328000800.0,40000.0
2024-09-11,SAB,163400.0,170100.0,156800.0,160100.0,3058310.0,489635431000.0,15000.0
2024-05-01,MSN,79600.0,81900.0,77400.0,80300.0,5667902.0,455132530600.0,35000.0
2024-07-12,SAB,156500.0,158100.0,154900.0,156600.0,4983729.0,780451961400.0,15000.0
2024-03-08,MSN,90700.0,92300.0,89100.0,90100.0,8538572.0,769325337200.0,35000.0
2024-10-24,VIC,42900.0,44500.0,41300.0,42000.0,3976784.0,167024928000.0,60000.0
2024-10-01,PLX,55400.0,57300.0,53600.0,55100.0,7764480.0,427822848000.0,45000.0
2024-11-14,MSN,78300.0,81200.0,75400.0,79400.0,8053994.0,639487123600.0,35000.0
2024-02-15,HPG,28200.0,29600.0,26800.0,27900.0,5663717.0,158017704300.0,100000.0
2024-11-08,GAS,107200.0,111500.0,102800.0,108400.0,5535990.0,600101316000.0,20000.0
2024-08-21,VCB,103000.0,104900.0,101200.0,103900.0,8053371.0,836745246900.0,30000.0
2024-06-30,HPG,24300.0,24600.0,24000.0,24100.0,6742052.0,162483453200.0,100000.0
2024-01-13,VIC,45600.0,47100.0,44100.0,45300.0,3310469.0,149964245700.0,60000.0
2024-04-25,VNM,76900.0,79500.0,74300.0,74300.0,3494096.0,259611332800.0,50000.0
2024-07-10,SAB,149500.0,156900.0,100.0,100.0,2185315.0,218531500.0,15000.0
2024-09-28,VNM,84400.0,88600.0,80300.0,84500.0,3175420.0,268322990000.0,0.0
2024-12-13,VIC,40700.0,45100.0,40400.0,40400.0,9053711.0,365769924400.0,60000.0
2024-06-05,FPT,99200.0,101600.0,96700.0,98800.0,914933.0,90395380400.0,25000.0
2024-07-14,GAS,125900.0,127900.0,123900.0,127700.0,6163823.0,787120197100.0,20000.0
2024-08-24,HPG,26900.0,27600.0,26200.0,27100.0,7491975.0,203032522500.0,100000.0
2024-06-09,VIC,40200.0,40900.0,39400.0,40900.0,9231409.0,377564628100.0,60000.0
2024-10-30,VHM,59700.0,61200.0,58200.0,58400.0,1332595.0,77823548000.0,40000.0
2024-01-22,FPT,113900.0,116900.0,111000.0,112000.0,1966075.0,220200400000.0,25000.0
2024-05-01,FPT,104600.0,107800.0,101500.0,107000.0,4023421.0,430506047000.0,25000.0
2024-01-01,VHM,65300.0,66300.0,64300.0,65700.0,731940.0,48088458000.0,40000.0
2024-02-07,VHM,70300.0,73700.0,66900.0,67400.0,4608139.0,310588568600.0,40000.0
2024-03-20,GAS,127000.0,130800.0,123300.0,127400.0,5456144.0,695112745600.0,20000.0
2024-08-24,VIC,50200.0,51200.0,49200.0,50800.0,1946907.0,98902875600.0,60000.0
2024-07-06,HPG,25400.0,25700.0,25000.0,25000.0,2453136.0,61328400000.0,100000.0
2024-09-16,HPG,26000.0,26900.0,25100.0,26000.0,4964438.0,129075388000.0,100000.0
2024-10-06,VHM,66200.0,66900.0,65400.0,66400.0,5622066.0,373305182400.0,40000.0
2024-03-02,GAS,132200.0,134900.0,129600.0,134500.0,9307297.0,1251831446500.0,20000.0
2024-02-25,VIC,50500.0,51400.0,49500.0,49900.0,7301233.0,364331526700.0,60000.0
2024-02-20,SAB,168700.0,170600.0,166900.0,169000.0,6851022.0,1157822718000.0,15000.0
2024-07-23,GAS,126900.0,128500.0,125300.0,128200.0,4038146.0,517690317200.0,20000.0
2024-11-13,VIC,40000.0,40600.0,39400.0,40300.0,6353859.0,256060517700.0,60000.0
2024-10-09,VHM,64300.0,67300.0,61300.0,64400.0,2028193.0,130615629200.0,40000.0
2024-05-24,FPT,100300.0,103600.0,97100.0,97900.0,2973308.0,291086853200.0,25000.0
2024-10-31,SAB,137600.0,142300.0,132900.0,138000.0,5017631.0,692433078000.0,15000.0
2024-04-22,HPG,24000.0,25200.0,22800.0,23800.0,1019503.0,24264171400.0,100000.0
2024-07-13,MSN,88600.0,89900.0,87400.0,88500.0,1179417.0,104378404500.0,35000.0
2024-03-11,VCB,102800.0,107800.0,97900.0,101900.0,6279253.0,639855880700.0,30000.0
2024-10-12,PLX,56100.0,57600.0,54600.0,54800.0,1903737.0,104324787600.0,45000.0
2024-10-29,GAS,112200.0,114100.0,110300.0,113700.0,3973668.0,451806051600.0,20000.0
2024-02-26,VCB,106900.0,112000.0,101800.0,103600.0,7288661.0,755105279600.0,30000.0
2024-01-18,VNM,83400.0,84600.0,82300.0,83800.0,1863038.0,156122584400.0,50000.0
2024-12-28,GAS,111700.0,116800.0,106700.0,112200.0,4794859.0,537983179800.0,20000.0
2024-09-13,VNM,88200.0,89800.0,86600.0,89300.0,6121558.0,546655129400.0,50000.0
2024-05-05,FPT,98100.0,102100.0,94100.0,99500.0,5015484.0,499040658000.0,25000.0
2024-04-30,SAB,138800.0,143100.0,134400.0,136700.0,1548987.0,211746522900.0,15000.0
2024-05-09,SAB,139400.0,141100.0,137700.0,140300.0,1625713.0,228087533900.0,15000.0
2024-12-09,MSN,77800.0,81100.0,74400.0,78600.0,8957479.0,704057849400.0,35000.0
2024-11-27,HPG,22200.0,22600.0,21800.0,22600.0,8557830.0,193406958000.0,100000.0
2024-04-09,SAB,145700.0,147500.0,143900.0,144400.0,8712354.0,1258063917600.0,15000.0
2024-10-16,VIC,45300.0,47400.0,43200.0,43400.0,8870407.0,384975663800.0,60000.0
2024-02-15,PLX,60100.0,62800.0,60100.0,62100.0,4380658.0,272038861800.0,45000.0
2024-04-14,PLX,54100.0,56400.0,51800.0,53900.0,9867202.0,531842187800.0,45000.0
2024-03-21,VIC,45100.0,47300.0,45100.0,47200.0,5413952.0,255538534400.0,60000.0
2024-02-05,VIC,48800.0,50000.0,47600.0,49400.0,6763854.0,334134387600.0,60000.0
2024-10-21,VHM,64600.0,67100.0,0.0,0.0,6839846.0,0.0,40000.0
2024-02-17,MSN,94300.0,96300.0,92300.0,95200.0,3258683.0,310226621600.0,35000.0
2024-10-31,VIC,42700.0,45100.0,40600.0,45100.0,2430995.0,109637874500.0,60000.0
2024-05-15,SAB,136100.0,139500.0,132700.0,135900.0,8442700.0,1147362930000.0,15000.0
2024-07-09,MSN,87100.0,89000.0,85200.0,86300.0,5341567.0,460977232100.0,35000.0
2024-06-08,PLX,49200.0,50100.0,48200.0,49800.0,3585820.0,178573836000.0,45000.0
2024-07-09,GAS,117600.0,122300.0,112900.0,116500.0,8465219.0,986198013500.0,20000.0
2024-11-27,VIC,39800.0,40700.0,39000.0,39200.0,8533003.0,334493717600.0,60000.0
2024-09-08,MSN,91700.0,95000.0,88300.0,90500.0,6210109.0,562014864500.0,35000.0
2024-05-16,HPG,22600.0,23500.0,21700.0,22000.0,9519689.0,209433158000.0,98532.72625698324
2024-05-14,PLX,49600.0,51900.0,47300.0,51000.0,6734426.0,343455726000.0,45000.0
2024-07-19,PLX,56300.0,58300.0,54400.0,56000.0,3852624.0,215746944000.0,45000.0
2024-07-31,GAS,127100.0,130500.0,123800.0,127800.0,8539183.0,1091307587400.0,20000.0
